input_sequence_id	input_file_name	gene_symbol	gene_name	reference_database_id	reference_database_version	reference_accession	analysis_software_name	analysis_software_version	sequence_identity	input_protein_start	input_protein_stop	input_gene_start	input_gene_stop	reference_protein_start	reference_protein_stop	reference_gene_start	reference_gene_stop	strand_orientation	coverage_depth	coverage_percentage	coverage_ratio	reference_gene_length	reference_protein_length	input_gene_length	input_protein_length	drug_class	antimicrobial_agent	resistance_mechanism	ARO	confers_resistance_to	resistance_to_drug_classes
SRR2938063_912	SRR2938063.fq	aph(6)-I	ZP_04405450|FEATURES|aph(6)-I|aminoglycoside|aph(6)-I	sarg_db	2.3	ZP_04405450	ARGs-OAP	2.3	96.77			42	134			275	305									aminoglycoside			ARO:3002660	ARO:0000040	ARO:0000016
SRR2938063_913	SRR2938063.fq	aph(6)-I	gi|502788876|ref|WP_013023852.1||FEATURES|aph(6)-I|aminoglycoside|aph(6)-I	sarg_db	2.3	gi|502788876|ref|WP_013023852.1|	ARGs-OAP	2.3	100.0			3	113			245	281									aminoglycoside			ARO:3002660	ARO:0000040	ARO:0000016
SRR2938063_914	SRR2938063.fq	aadA	AB114632.1.gene2.p01|FEATURES|aadA|aminoglycoside|aadA	sarg_db	2.3	AB114632.1.gene2.p01	ARGs-OAP	2.3	100.0			1	141			89	135									aminoglycoside			ARO:3002607	ARO:0000039,ARO:0000040	ARO:0000016,ARO:0000016
SRR2938063_916	SRR2938063.fq	vanR	JF802084.2.gene4.p01|FEATURES|vanR|vancomycin|vanR	sarg_db	2.3	JF802084.2.gene4.p01	ARGs-OAP	2.3	65.12			1	129			83	125									vancomycin					
SRR2938063_917	SRR2938063.fq	sul2	gi|693098407|ref|WP_032254374.1||FEATURES|sul2|sulfonamide|sul2	sarg_db	2.3	gi|693098407|ref|WP_032254374.1|	ARGs-OAP	2.3	100.0			138	1			92	137									sulfonamide			ARO:3000412	ARO:3000324,ARO:3000325,ARO:3000327,ARO:3000329,ARO:3000330,ARO:3000683,ARO:3000684,ARO:3000698,ARO:3000699	ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282
SRR2938063_918	SRR2938063.fq	sul1	AF071555.1.gene10.p01|FEATURES|sul1|sulfonamide|sul1	sarg_db	2.3	AF071555.1.gene10.p01	ARGs-OAP	2.3	100.0			141	1			55	101									sulfonamide					
SRR2938063_920	SRR2938063.fq	vanY	AF155139.2.gene4.p01|FEATURES|vanY|vancomycin|vanY	sarg_db	2.3	AF155139.2.gene4.p01	ARGs-OAP	2.3	67.57			123	13			182	218									vancomycin			ARO:3002958	ARO:3000081	ARO:3000081
SRR2938063_921	SRR2938063.fq	tet36	AJ514254.gene.p01|FEATURES|tet36|tetracycline|tet36	sarg_db	2.3	AJ514254.gene.p01	ARGs-OAP	2.3	100.0			142	2			451	497									tetracycline			ARO:3000197	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_922	SRR2938063.fq	sul1	AF071555.1.gene10.p01|FEATURES|sul1|sulfonamide|sul1	sarg_db	2.3	AF071555.1.gene10.p01	ARGs-OAP	2.3	100.0			3	140			62	107									sulfonamide					
SRR2938063_923	SRR2938063.fq	macA	EU408349.1.gene24.p01|FEATURES|macA|macrolide-lincosamide-streptogramin|macA	sarg_db	2.3	EU408349.1.gene24.p01	ARGs-OAP	2.3	72.73			100	2			214	246									macrolide-lincosamide-streptogramin			ARO:3000533		
SRR2938063_925	SRR2938063.fq	aph(3'')-I	DQ464881.1.gene4.p01|FEATURES|aph(3'')-I|aminoglycoside|aph(3'')-I	sarg_db	2.3	DQ464881.1.gene4.p01	ARGs-OAP	2.3	100.0			140	3			99	144									aminoglycoside			ARO:3002639	ARO:0000040	ARO:0000016
SRR2938063_926	SRR2938063.fq	multidrug_ABC_transporter	gi|930426663|ref|WP_054189647.1||FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	sarg_db	2.3	gi|930426663|ref|WP_054189647.1|	ARGs-OAP	2.3	66.67			6	140			523	567									multidrug					
SRR2938063_929	SRR2938063.fq	mdtB	gi|857778812|emb|CRL60247.1||FEATURES|mdtB|multidrug|mdtB	sarg_db	2.3	gi|857778812|emb|CRL60247.1|	ARGs-OAP	2.3	80.43			138	1			430	475									multidrug					
SRR2938063_931	SRR2938063.fq	aadK	gi|760320840|ref|WP_043856858.1||FEATURES|aadK|aminoglycoside|aadK	sarg_db	2.3	gi|760320840|ref|WP_043856858.1|	ARGs-OAP	2.3	69.23			25	141			137	175									aminoglycoside			ARO:3002627	ARO:0000040	ARO:0000016
SRR2938063_932	SRR2938063.fq	transcriptional regulatory protein CpxR cpxR	CP000647.1.gene4257.p01|FEATURES|transcriptional regulatory protein CpxR cpxR|unclassified|transcriptional regulatory protein CpxR cpxR	sarg_db	2.3	CP000647.1.gene4257.p01	ARGs-OAP	2.3	65.96			2	142			64	110									unclassified					
SRR2938063_933	SRR2938063.fq	aph(6)-I	ZP_04405450|FEATURES|aph(6)-I|aminoglycoside|aph(6)-I	sarg_db	2.3	ZP_04405450	ARGs-OAP	2.3	100.0			64	2			283	303									aminoglycoside			ARO:3002660	ARO:0000040	ARO:0000016
SRR2938063_937	SRR2938063.fq	tetR	gi|504416866|ref|WP_014603968.1||FEATURES|tetR|tetracycline|tetR	sarg_db	2.3	gi|504416866|ref|WP_014603968.1|	ARGs-OAP	2.3	68.09			142	2			28	74									tetracycline					
SRR2938063_939	SRR2938063.fq	tetQ	AAZ79478|FEATURES|tetQ|tetracycline|tetQ	sarg_db	2.3	AAZ79478	ARGs-OAP	2.3	100.0			1	141			296	342									tetracycline			ARO:3000191	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_940	SRR2938063.fq	vanR	FJ349556.1.gene2.p01|FEATURES|vanR|vancomycin|vanR	sarg_db	2.3	FJ349556.1.gene2.p01	ARGs-OAP	2.3	60.98			19	141			74	114									vancomycin					
SRR2938063_942	SRR2938063.fq	vanD	gi|1002798395|gb|AMN85478.1||FEATURES|vanD|vancomycin|vanD	sarg_db	2.3	gi|1002798395|gb|AMN85478.1|	ARGs-OAP	2.3	60.87			1	138			77	122									vancomycin			ARO:3000005	ARO:3000081	ARO:3000081
SRR2938063_943	SRR2938063.fq	transcriptional regulatory protein CpxR cpxR	CP001918.1.gene5135.p01|FEATURES|transcriptional regulatory protein CpxR cpxR|unclassified|transcriptional regulatory protein CpxR cpxR	sarg_db	2.3	CP001918.1.gene5135.p01	ARGs-OAP	2.3	67.39			2	139			45	90									unclassified					
SRR2938063_944	SRR2938063.fq	aph(6)-I	gi|749197708|ref|WP_040110386.1||FEATURES|aph(6)-I|aminoglycoside|aph(6)-I	sarg_db	2.3	gi|749197708|ref|WP_040110386.1|	ARGs-OAP	2.3	100.0			135	1			6	50									aminoglycoside			ARO:3002660	ARO:0000040	ARO:0000016
SRR2938063_945	SRR2938063.fq	multidrug_ABC_transporter	gi|640499891|ref|WP_024937220.1||FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	sarg_db	2.3	gi|640499891|ref|WP_024937220.1|	ARGs-OAP	2.3	60.98			2	124			536	576									multidrug					
SRR2938063_948	SRR2938063.fq	aadA	AB114632.1.gene2.p01|FEATURES|aadA|aminoglycoside|aadA	sarg_db	2.3	AB114632.1.gene2.p01	ARGs-OAP	2.3	95.74			142	2			10	56									aminoglycoside			ARO:3002607	ARO:0000039,ARO:0000040	ARO:0000016,ARO:0000016
SRR2938063_950	SRR2938063.fq	multidrug_ABC_transporter	gi|920543935|ref|WP_052997557.1||FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	sarg_db	2.3	gi|920543935|ref|WP_052997557.1|	ARGs-OAP	2.3	61.7			1	141			466	512									multidrug					
SRR2938063_951	SRR2938063.fq	qacEdelta1	YP_009182146.1|FEATURES|qacEdelta1|multidrug|qacEdelta1	sarg_db	2.3	YP_009182146.1	ARGs-OAP	2.3	100.0			1	141			18	64									multidrug					
SRR2938063_954	SRR2938063.fq	multidrug_ABC_transporter	gi|658597161|ref|WP_029754048.1||FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	sarg_db	2.3	gi|658597161|ref|WP_029754048.1|	ARGs-OAP	2.3	84.78			2	139			464	509									multidrug					
SRR2938063_955	SRR2938063.fq	aph(3'')-I	DQ464881.1.gene4.p01|FEATURES|aph(3'')-I|aminoglycoside|aph(3'')-I	sarg_db	2.3	DQ464881.1.gene4.p01	ARGs-OAP	2.3	100.0			141	1			86	132									aminoglycoside			ARO:3002639	ARO:0000040	ARO:0000016
SRR2938063_956	SRR2938063.fq	macB	gi|746253210|ref|WP_039301529.1||FEATURES|macB|macrolide-lincosamide-streptogramin|macB	sarg_db	2.3	gi|746253210|ref|WP_039301529.1|	ARGs-OAP	2.3	60.0			6	140			129	173									macrolide-lincosamide-streptogramin			ARO:3000535		
SRR2938063_958	SRR2938063.fq	cystathionine beta-lyase patB	HE999704.1.gene2674.p01|FEATURES|cystathionine beta-lyase patB|unclassified|cystathionine beta-lyase patB	sarg_db	2.3	HE999704.1.gene2674.p01	ARGs-OAP	2.3	66.67			17	142			2	43									unclassified					
SRR2938063_960	SRR2938063.fq	cob(I)alamin adenolsyltransferase	gi|447201652|ref|WP_001278908.1||FEATURES|cob(I)alamin adenolsyltransferase|unclassified|cob(I)alamin adenolsyltransferase	sarg_db	2.3	gi|447201652|ref|WP_001278908.1|	ARGs-OAP	2.3	64.44			135	1			77	121									unclassified					
SRR2938063_961	SRR2938063.fq	macB	gi|823299155|ref|WP_047054544.1||FEATURES|macB|macrolide-lincosamide-streptogramin|macB	sarg_db	2.3	gi|823299155|ref|WP_047054544.1|	ARGs-OAP	2.3	62.22			137	3			140	184									macrolide-lincosamide-streptogramin			ARO:3000535		
SRR2938063_962	SRR2938063.fq	macB	gi|736472622|ref|WP_034494292.1||FEATURES|macB|macrolide-lincosamide-streptogramin|macB	sarg_db	2.3	gi|736472622|ref|WP_034494292.1|	ARGs-OAP	2.3	70.0			122	3			135	174									macrolide-lincosamide-streptogramin			ARO:3000535		
SRR2938063_964	SRR2938063.fq	sul1	AF071555.1.gene10.p01|FEATURES|sul1|sulfonamide|sul1	sarg_db	2.3	AF071555.1.gene10.p01	ARGs-OAP	2.3	100.0			142	2			24	70									sulfonamide					
SRR2938063_965	SRR2938063.fq	ermX	gi|695257004|ref|WP_032488331.1||FEATURES|ermX|macrolide-lincosamide-streptogramin|ermX	sarg_db	2.3	gi|695257004|ref|WP_032488331.1|	ARGs-OAP	2.3	100.0			3	140			162	207									macrolide-lincosamide-streptogramin			ARO:3000596	ARO:0000006,ARO:0000027,ARO:0000046,ARO:0000057,ARO:0000065,ARO:0000066,ARO:3000145,ARO:3000156,ARO:3000158,ARO:3000176,ARO:3000583,ARO:3000584,ARO:3000669,ARO:3000672,ARO:3000673,ARO:3000674,ARO:3000675,ARO:3000677,ARO:3000678,ARO:3000679,ARO:3000680,ARO:3000681,ARO:3000682,ARO:3000867	ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000017,ARO:0000017,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026
SRR2938063_966	SRR2938063.fq	aph(6)-I	gi|545272242|ref|WP_021561466.1||FEATURES|aph(6)-I|aminoglycoside|aph(6)-I	sarg_db	2.3	gi|545272242|ref|WP_021561466.1|	ARGs-OAP	2.3	100.0			3	140			70	115									aminoglycoside			ARO:3002660	ARO:0000040	ARO:0000016
SRR2938063_967	SRR2938063.fq	aph(6)-I	gi|545272242|ref|WP_021561466.1||FEATURES|aph(6)-I|aminoglycoside|aph(6)-I	sarg_db	2.3	gi|545272242|ref|WP_021561466.1|	ARGs-OAP	2.3	100.0			142	2			170	216									aminoglycoside			ARO:3002660	ARO:0000040	ARO:0000016
SRR2938063_970	SRR2938063.fq	bcrA	gi|446026113|ref|WP_000103968.1||FEATURES|bcrA|bacitracin|bcrA	sarg_db	2.3	gi|446026113|ref|WP_000103968.1|	ARGs-OAP	2.3	64.1			132	16			127	165									bacitracin			ARO:3002987	ARO:3000629,ARO:3000630,ARO:3000631	ARO:3000707,ARO:3000707,ARO:3000707
SRR2938063_973	SRR2938063.fq	multidrug_ABC_transporter	gi|664085850|ref|WP_030624018.1||FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	sarg_db	2.3	gi|664085850|ref|WP_030624018.1|	ARGs-OAP	2.3	63.89			13	120			386	421									multidrug			ARO:3002522	ARO:3000111	ARO:3000103
SRR2938063_974	SRR2938063.fq	aph(3'')-I	AF313472.2.gene15.p01|FEATURES|aph(3'')-I|aminoglycoside|aph(3'')-I	sarg_db	2.3	AF313472.2.gene15.p01	ARGs-OAP	2.3	100.0			1	141			40	86									aminoglycoside			ARO:3002639	ARO:0000040	ARO:0000016
SRR2938063_977	SRR2938063.fq	multidrug_ABC_transporter	gi|493394434|ref|WP_006350564.1||FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	sarg_db	2.3	gi|493394434|ref|WP_006350564.1|	ARGs-OAP	2.3	67.39			139	2			380	425									multidrug			ARO:3002522	ARO:3000111	ARO:3000103
SRR2938063_980	SRR2938063.fq	truncated putative response regulator ArlR	NC_002951.3238224.p01|FEATURES|truncated putative response regulator ArlR|unclassified|truncated putative response regulator ArlR	sarg_db	2.3	NC_002951.3238224.p01	ARGs-OAP	2.3	65.0			120	1			74	113									unclassified					
SRR2938063_982	SRR2938063.fq	tet37	AAN28721|FEATURES|tet37|tetracycline|tet37	sarg_db	2.3	AAN28721	ARGs-OAP	2.3	67.74			141	49			45	75									tetracycline			ARO:3002871	ARO:0000051	ARO:3000050
SRR2938063_983	SRR2938063.fq	tetQ	AAB51122|FEATURES|tetQ|tetracycline|tetQ	sarg_db	2.3	AAB51122	ARGs-OAP	2.3	83.33			4	75			634	657									tetracycline			ARO:3000191	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_983	SRR2938063.fq	tetQ	AAB51122|FEATURES|tetQ|tetracycline|tetQ	sarg_db	2.3	AAB51122	ARGs-OAP	2.3	89.47			57	113			652	670									tetracycline			ARO:3000191	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_985	SRR2938063.fq	aac(3)-I	AY463797.7.gene13.p01|FEATURES|aac(3)-I|aminoglycoside|aac(3)-I	sarg_db	2.3	AY463797.7.gene13.p01	ARGs-OAP	2.3	69.05			141	16			113	154									aminoglycoside			ARO:3002529	ARO:0000003,ARO:0000035,ARO:3007382	ARO:0000016,ARO:0000016,ARO:3000707
SRR2938063_988	SRR2938063.fq	macB	gi|505807117|ref|WP_015704872.1||FEATURES|macB|macrolide-lincosamide-streptogramin|macB	sarg_db	2.3	gi|505807117|ref|WP_015704872.1|	ARGs-OAP	2.3	57.45			141	1			137	183									macrolide-lincosamide-streptogramin			ARO:3000535		
SRR2938063_989	SRR2938063.fq	macB	gi|639225329|ref|WP_024561799.1||FEATURES|macB|macrolide-lincosamide-streptogramin|macB	sarg_db	2.3	gi|639225329|ref|WP_024561799.1|	ARGs-OAP	2.3	60.87			138	1			541	586									macrolide-lincosamide-streptogramin			ARO:3000535		
SRR2938063_990	SRR2938063.fq	qacEdelta1	YP_009182146.1|FEATURES|qacEdelta1|multidrug|qacEdelta1	sarg_db	2.3	YP_009182146.1	ARGs-OAP	2.3	100.0			2	142			62	108									multidrug					
SRR2938063_991	SRR2938063.fq	tetB	gi|491533320|ref|WP_005390943.1||FEATURES|tetB|tetracycline|tetB	sarg_db	2.3	gi|491533320|ref|WP_005390943.1|	ARGs-OAP	2.3	54.35			139	2			393	438									tetracycline					
SRR2938063_992	SRR2938063.fq	OXA-2	gi|157139469|gb|ABV24340.1||FEATURES|OXA-2|beta-lactam|OXA-2	sarg_db	2.3	gi|157139469|gb|ABV24340.1|	ARGs-OAP	2.3	68.29			2	124			63	103									beta-lactam			ARO:3001397	ARO:0000060,ARO:0000064,ARO:0000073,ARO:3000637	ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007
SRR2938063_993	SRR2938063.fq	multidrug_transporter	gi|742880942|ref|WP_039009457.1||FEATURES|multidrug_transporter|multidrug|multidrug_transporter	sarg_db	2.3	gi|742880942|ref|WP_039009457.1|	ARGs-OAP	2.3	61.7			2	142			839	885									multidrug			ARO:3000378		
SRR2938063_994	SRR2938063.fq	macB	gi|974688082|ref|WP_059271287.1||FEATURES|macB|macrolide-lincosamide-streptogramin|macB	sarg_db	2.3	gi|974688082|ref|WP_059271287.1|	ARGs-OAP	2.3	55.56			7	141			132	176									macrolide-lincosamide-streptogramin			ARO:3000535		
SRR2938063_995	SRR2938063.fq	multidrug_ABC_transporter	gi|702897513|ref|WP_033300957.1||FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	sarg_db	2.3	gi|702897513|ref|WP_033300957.1|	ARGs-OAP	2.3	65.22			2	139			515	560									multidrug			ARO:3002522	ARO:3000111	ARO:3000103
SRR2938063_996	SRR2938063.fq	ermG	CAD89787|FEATURES|ermG|macrolide-lincosamide-streptogramin|ermG	sarg_db	2.3	CAD89787	ARGs-OAP	2.3	93.62			2	142			40	86									macrolide-lincosamide-streptogramin			ARO:3000522	ARO:0000006,ARO:0000027,ARO:0000046,ARO:0000057,ARO:0000065,ARO:0000066,ARO:3000145,ARO:3000156,ARO:3000158,ARO:3000176,ARO:3000583,ARO:3000584,ARO:3000669,ARO:3000672,ARO:3000673,ARO:3000674,ARO:3000675,ARO:3000677,ARO:3000678,ARO:3000679,ARO:3000680,ARO:3000681,ARO:3000682,ARO:3000867	ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000017,ARO:0000017,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026
SRR2938063_998	SRR2938063.fq	mdtC	gi|657322971|ref|WP_029396025.1||FEATURES|mdtC|multidrug|mdtC	sarg_db	2.3	gi|657322971|ref|WP_029396025.1|	ARGs-OAP	2.3	61.7			1	141			364	410									multidrug					
SRR2938063_999	SRR2938063.fq	bcrA	AAD21213|FEATURES|bcrA|bacitracin|bcrA	sarg_db	2.3	AAD21213	ARGs-OAP	2.3	60.0			140	6			10	54									bacitracin			ARO:3002987	ARO:3000629,ARO:3000630,ARO:3000631	ARO:3000707,ARO:3000707,ARO:3000707
SRR2938063_1000	SRR2938063.fq	vanR	gi|983302677|ref|WP_060488987.1||FEATURES|vanR|vancomycin|vanR	sarg_db	2.3	gi|983302677|ref|WP_060488987.1|	ARGs-OAP	2.3	60.0			128	9			96	134									vancomycin					
SRR2938063_1001	SRR2938063.fq	macB	gi|895865878|ref|WP_048974758.1||FEATURES|macB|macrolide-lincosamide-streptogramin|macB	sarg_db	2.3	gi|895865878|ref|WP_048974758.1|	ARGs-OAP	2.3	61.36			138	7			164	207									macrolide-lincosamide-streptogramin			ARO:3000535		
SRR2938063_1005	SRR2938063.fq	tetZ	AF121000.gene.p01|FEATURES|tetZ|tetracycline|tetZ	sarg_db	2.3	AF121000.gene.p01	ARGs-OAP	2.3	60.98			141	19			347	384									tetracycline			ARO:3000183	ARO:0000051	ARO:3000050
SRR2938063_1010	SRR2938063.fq	macB	gi|506220920|ref|WP_015740695.1||FEATURES|macB|macrolide-lincosamide-streptogramin|macB	sarg_db	2.3	gi|506220920|ref|WP_015740695.1|	ARGs-OAP	2.3	68.75			128	33			145	176									macrolide-lincosamide-streptogramin			ARO:3000535		
SRR2938063_1011	SRR2938063.fq	mefA	gi|516364340|ref|WP_017754373.1||FEATURES|mefA|macrolide-lincosamide-streptogramin|mefA	sarg_db	2.3	gi|516364340|ref|WP_017754373.1|	ARGs-OAP	2.3	73.91			139	2			195	240									macrolide-lincosamide-streptogramin			ARO:3000616	ARO:0000006,ARO:0000057	ARO:0000000,ARO:0000000
SRR2938063_1012	SRR2938063.fq	tetZ	AF121000.gene.p01|FEATURES|tetZ|tetracycline|tetZ	sarg_db	2.3	AF121000.gene.p01	ARGs-OAP	2.3	72.73			1	132			333	376									tetracycline			ARO:3000183	ARO:0000051	ARO:3000050
SRR2938063_1013	SRR2938063.fq	multidrug_transporter	gi|951157033|ref|WP_057637070.1||FEATURES|multidrug_transporter|multidrug|multidrug_transporter	sarg_db	2.3	gi|951157033|ref|WP_057637070.1|	ARGs-OAP	2.3	76.6			142	2			906	952									multidrug			ARO:3003056		
SRR2938063_1014	SRR2938063.fq	macB	gi|780033092|ref|WP_045444768.1||FEATURES|macB|macrolide-lincosamide-streptogramin|macB	sarg_db	2.3	gi|780033092|ref|WP_045444768.1|	ARGs-OAP	2.3	61.11			32	139			24	59									macrolide-lincosamide-streptogramin			ARO:3000535		
SRR2938063_1015	SRR2938063.fq	tet37	AAN28721|FEATURES|tet37|tetracycline|tet37	sarg_db	2.3	AAN28721	ARGs-OAP	2.3	73.17			5	127			1	41									tetracycline			ARO:3002871	ARO:0000051	ARO:3000050
SRR2938063_1016	SRR2938063.fq	multidrug_transporter	gi|915598935|ref|WP_050858167.1||FEATURES|multidrug_transporter|multidrug|multidrug_transporter	sarg_db	2.3	gi|915598935|ref|WP_050858167.1|	ARGs-OAP	2.3	70.21			2	142			911	957									multidrug					
SRR2938063_1017	SRR2938063.fq	tetO	AAW34142|FEATURES|tetO|tetracycline|tetO	sarg_db	2.3	AAW34142	ARGs-OAP	2.3	61.54			24	140			66	104									tetracycline			ARO:3000190	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_1018	SRR2938063.fq	lmrA	ABX00596|FEATURES|lmrA|macrolide-lincosamide-streptogramin|lmrA	sarg_db	2.3	ABX00596	ARGs-OAP	2.3	63.83			1	141			387	433									macrolide-lincosamide-streptogramin					
SRR2938063_1019	SRR2938063.fq	bcrA	YP_001373621|FEATURES|bcrA|bacitracin|bcrA	sarg_db	2.3	YP_001373621	ARGs-OAP	2.3	52.17			140	3			129	174									bacitracin			ARO:3002987	ARO:3000629,ARO:3000630,ARO:3000631	ARO:3000707,ARO:3000707,ARO:3000707
SRR2938063_1021	SRR2938063.fq	kasugamycin resistance protein ksgA	YP_401803|FEATURES|kasugamycin resistance protein ksgA|kasugamycin|kasugamycin resistance protein ksgA	sarg_db	2.3	YP_401803	ARGs-OAP	2.3	60.87			138	1			183	228									kasugamycin					
SRR2938063_1023	SRR2938063.fq	tetO	AAW34142|FEATURES|tetO|tetracycline|tetO	sarg_db	2.3	AAW34142	ARGs-OAP	2.3	60.98			125	3			66	106									tetracycline			ARO:3000190	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_1024	SRR2938063.fq	tetV	gi|602542163|emb|CDO24964.1||FEATURES|tetV|tetracycline|tetV	sarg_db	2.3	gi|602542163|emb|CDO24964.1|	ARGs-OAP	2.3	60.0			140	6			224	268									tetracycline			ARO:3000181	ARO:0000051	ARO:3000050
SRR2938063_1025	SRR2938063.fq	chloramphenicol exporter	gi|2708772|gb|AAB96371.1||FEATURES|chloramphenicol exporter|chloramphenicol|chloramphenicol exporter	sarg_db	2.3	gi|2708772|gb|AAB96371.1|	ARGs-OAP	2.3	100.0			141	1			277	323									chloramphenicol			ARO:3002703	ARO:3000385	ARO:3000387
SRR2938063_1026	SRR2938063.fq	tetT	AAV80410|FEATURES|tetT|tetracycline|tetT	sarg_db	2.3	AAV80410	ARGs-OAP	2.3	84.78			3	140			460	505									tetracycline			ARO:3000193	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_1027	SRR2938063.fq	sul1	gi|502019090|ref|WP_012695459.1||FEATURES|sul1|sulfonamide|sul1	sarg_db	2.3	gi|502019090|ref|WP_012695459.1|	ARGs-OAP	2.3	100.0			1	141			10	56									sulfonamide			ARO:3000410	ARO:3000324,ARO:3000325,ARO:3000327,ARO:3000329,ARO:3000330,ARO:3000683,ARO:3000684,ARO:3000698,ARO:3000699	ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282
SRR2938063_1029	SRR2938063.fq	qacEdelta1	YP_009182146.1|FEATURES|qacEdelta1|multidrug|qacEdelta1	sarg_db	2.3	YP_009182146.1	ARGs-OAP	2.3	100.0			142	2			40	86									multidrug					
SRR2938063_1032	SRR2938063.fq	transcriptional regulatory protein CpxR cpxR	CP000675.2.gene1535.p01|FEATURES|transcriptional regulatory protein CpxR cpxR|unclassified|transcriptional regulatory protein CpxR cpxR	sarg_db	2.3	CP000675.2.gene1535.p01	ARGs-OAP	2.3	51.06			2	142			82	128									unclassified					
SRR2938063_1035	SRR2938063.fq	aph(6)-I	gi|545272242|ref|WP_021561466.1||FEATURES|aph(6)-I|aminoglycoside|aph(6)-I	sarg_db	2.3	gi|545272242|ref|WP_021561466.1|	ARGs-OAP	2.3	100.0			1	141			158	204									aminoglycoside			ARO:3002660	ARO:0000040	ARO:0000016
SRR2938063_1036	SRR2938063.fq	multidrug_transporter	gi|730634482|ref|WP_034058952.1||FEATURES|multidrug_transporter|multidrug|multidrug_transporter	sarg_db	2.3	gi|730634482|ref|WP_034058952.1|	ARGs-OAP	2.3	70.21			141	1			889	935									multidrug					
SRR2938063_1038	SRR2938063.fq	tetracycline_resistance_protein	AAD04032|FEATURES|tetracycline_resistance_protein|tetracycline|tetracycline_resistance_protein	sarg_db	2.3	AAD04032	ARGs-OAP	2.3	63.83			1	141			22	68									tetracycline			ARO:3002892	ARO:0000051	ARO:3000050
SRR2938063_1039	SRR2938063.fq	vanR	gi|447203848|ref|WP_001281104.1||FEATURES|vanR|vancomycin|vanR	sarg_db	2.3	gi|447203848|ref|WP_001281104.1|	ARGs-OAP	2.3	55.32			1	141			68	114									vancomycin					
SRR2938063_1040	SRR2938063.fq	rosA	AAC60781|FEATURES|rosA|fosmidomycin|rosA	sarg_db	2.3	AAC60781	ARGs-OAP	2.3	60.87			140	3			291	336									fosmidomycin			ARO:3003048		
SRR2938063_1041	SRR2938063.fq	aadA	AJ809407.1.gene1.p01|FEATURES|aadA|aminoglycoside|aadA	sarg_db	2.3	AJ809407.1.gene1.p01	ARGs-OAP	2.3	100.0			141	64			234	259									aminoglycoside			ARO:3002620	ARO:0000039,ARO:0000040	ARO:0000016,ARO:0000016
