Original ID	argNorm drug classes	Original Drug Classes	Hit type	Status	Description
471302|CAA83535.1|1|1|aggR|aggR||1|||aggregative_adherence_transcriptional_regulator_AggR	['macrolide antibiotic', 'fluoroquinolone antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	471302|CAA83535.1|1|1|aggR|aggR||1|||aggregative_adherence_transcriptional_regulator_AggR	Loose	incorrect	
47600660|CAE55782.1|1|1|iha|iha||1|||bifunctional_siderophore_receptor/adhesin_Iha	['pleuromutilin antibiotic']	47600660|CAE55782.1|1|1|iha|iha||1|||bifunctional_siderophore_receptor/adhesin_Iha	Loose	incorrect	
47606661|AAT36311.1|1|1|rpeA|rpeA||1|||serine_protease_autotransporter_colonization_factor_RpeA	['aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic']	47606661|AAT36311.1|1|1|rpeA|rpeA||1|||serine_protease_autotransporter_colonization_factor_RpeA	Loose	incorrect	
476720331|ENA25238.1|1|1|papA|papA||1|||P_fimbria_major_subunit_PapA	['peptide antibiotic', 'peptide antibiotic']	476720331|ENA25238.1|1|1|papA|papA||1|||P_fimbria_major_subunit_PapA	Loose	incorrect	
4836791|AAD30557.1|1|1|cseA|cseA||1|||C22_fimbrial_major_subunit_CseA	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	4836791|AAD30557.1|1|1|cseA|cseA||1|||C22_fimbrial_major_subunit_CseA	Loose	incorrect	
487395|AAA18472.1|1|1|ystA|ystA||1|||ST-I_family_heat-stable_enterotoxin_YstA	['beta-lactam antibiotic']	487395|AAA18472.1|1|1|ystA|ystA||1|||ST-I_family_heat-stable_enterotoxin_YstA	Loose	incorrect	
4894326|AAD32414.1|1|1|pagA|pagA||1|||anthrax_toxin_protective_antigen	['glycopeptide antibiotic']	4894326|AAD32414.1|1|1|pagA|pagA||1|||anthrax_toxin_protective_antigen	Loose	incorrect	
4894335|AAD32423.1|1|1|atxA|atxA||1|||anthrax_toxin_expression_trans-acting_transcriptional_regulator_AtxA	['glycopeptide antibiotic', 'glycopeptide antibiotic']	4894335|AAD32423.1|1|1|atxA|atxA||1|||anthrax_toxin_expression_trans-acting_transcriptional_regulator_AtxA	Loose	incorrect	
489821492|WP_003725292.1|1|1|SMR_efflux_bcrC|SMR_efflux_bcrC|efflux|2|BACITRACIN|BACITRACIN|quaternary_ammonium_compound_efflux_SMR_transporter_BcrC	['disinfecting agents and antiseptics']	BACITRACIN	Strict	3003250	
489821494|WP_003725293.1|1|1|SMR_efflux_bcrB|SMR_efflux_bcrB|efflux|2|BACITRACIN|BACITRACIN|quaternary_ammonium_compound_efflux_SMR_transporter_BcrB	['disinfecting agents and antiseptics']	BACITRACIN	Strict	3003250	
489927385|WP_003830719.1|1|1|qacG2|qacG2|efflux|2|QUATERNARY_AMMONIUM|QUATERNARY_AMMONIUM|quaternary_ammonium_compound_efflux_SMR_transporter_QacG2	['disinfecting agents and antiseptics']	QUATERNARY_AMMONIUM	Strict	correct	
491775962|WP_005592781.1|1|1|tet(34)|tet(34)|enzymatic|2|TETRACYCLINE|TETRACYCLINE|oxytetracycline_resistance_phosphoribosyltransferase_domain-containing_protein_Tet(34)	['beta-lactam antibiotic', 'beta-lactam antibiotic']	TETRACYCLINE	Loose	3002870	
49282|CAA77936.1|1|1|SMR_efflux_emrE|SMR_efflux_emrE|efflux|1|EFFLUX|EFFLUX|multidrug_efflux_SMR_transporter_EmrE	['macrolide antibiotic']	EFFLUX	Perfect	correct	
49330532|AAT61178.1|1|1|plcR|plcR||1|||transcriptional_regulator_PlcR	['macrolide antibiotic', 'lincosamide antibiotic', 'streptogramin antibiotic']	49330532|AAT61178.1|1|1|plcR|plcR||1|||transcriptional_regulator_PlcR	Loose	incorrect	
498423212|WP_010730188.1|1|1|qacZ|qacZ|efflux|2|QUATERNARY_AMMONIUM|QUATERNARY_AMMONIUM|quaternary_ammonium_compound_efflux_SMR_transporter_QacH	['disinfecting agents and antiseptics']	QUATERNARY_AMMONIUM	Strict	correct	
49868020|AAT68782.1|1|1|iha|iha||1|||bifunctional_siderophore_receptor/adhesin_Iha	['pleuromutilin antibiotic']	49868020|AAT68782.1|1|1|iha|iha||1|||bifunctional_siderophore_receptor/adhesin_Iha	Loose	incorrect	
49868022|AAT68784.1|1|1|subB|subB||1|||subtilase_AB5_cytotoxin_subunit_B	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	49868022|AAT68784.1|1|1|subB|subB||1|||subtilase_AB5_cytotoxin_subunit_B	Loose	incorrect	
49868023|AAT68785.1|1|1|subA|subA||1|||subtilase_AB5_cytotoxin_subunit_A	['fluoroquinolone antibiotic', 'disinfecting agents and antiseptics']	49868023|AAT68785.1|1|1|subA|subA||1|||subtilase_AB5_cytotoxin_subunit_A	Loose	incorrect	
499192605|WP_010890145.1|1|1|qacE|qacE|efflux|2|QUATERNARY_AMMONIUM|QUATERNARY_AMMONIUM|quaternary_ammonium_compound_efflux_SMR_transporter_QacE	['disinfecting agents and antiseptics']	QUATERNARY_AMMONIUM	Strict	correct	
499291057|WP_010982315.1|1|1|cpt|cpt|phosphotransferase|2|CHLORAMPHENICOL|PHENICOL|chloramphenicol_phosphotransferase_CPT	['lincosamide antibiotic', 'streptogramin antibiotic', 'pleuromutilin antibiotic']	PHENICOL	Loose	3000249	
499413283|WP_011100750.1|1|1|qacJ|qacJ|efflux|2|QUATERNARY_AMMONIUM|QUATERNARY_AMMONIUM|quaternary_ammonium_compound_efflux_SMR_transporter_QacJ	['disinfecting agents and antiseptics']	QUATERNARY_AMMONIUM	Perfect	correct	
499429506|WP_011116970.1|1|1|tetAB_B|tetAB_B|efflux|2|TETRACYCLINE|TETRACYCLINE|tetracycline_efflux_ABC_transporter_TetAB_subunit_B	['aminocoumarin antibiotic']	TETRACYCLINE	Loose	3000166	
499662210|WP_011342944.1|1|1|SMR_qac_pB8|SMR_qac_pB8|efflux|2|QUATERNARY_AMMONIUM|QUATERNARY_AMMONIUM|Qac-pB8_family_quaternary_ammonium_compound_efflux_SMR_transporter	['disinfecting agents and antiseptics']	QUATERNARY_AMMONIUM	Strict	correct	
50404806|AAT76975.1|1|1|lpfA-O113|lpfA-O113||1|||long_polar_fimbria_major_subunit_LpfA-O113	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	50404806|AAT76975.1|1|1|lpfA-O113|lpfA-O113||1|||long_polar_fimbria_major_subunit_LpfA-O113	Loose	incorrect	
504871945|WP_015059047.1|1|1|qacL|qacL|efflux|2|QUATERNARY_AMMONIUM|QUATERNARY_AMMONIUM|quaternary_ammonium_compound_efflux_SMR_transporter_QacL	['disinfecting agents and antiseptics']	QUATERNARY_AMMONIUM	Strict	correct	
504873722|WP_015060824.1|1|1|qacL|qacL|efflux|2|QUATERNARY_AMMONIUM|QUATERNARY_AMMONIUM|quaternary_ammonium_compound_efflux_SMR_transporter_QacL	['disinfecting agents and antiseptics']	QUATERNARY_AMMONIUM	Perfect	correct	
504876255|WP_015063357.1|1|1|qacG2|qacG2|efflux|2|QUATERNARY_AMMONIUM|QUATERNARY_AMMONIUM|quaternary_ammonium_compound_efflux_SMR_transporter_QacG2	['disinfecting agents and antiseptics']	QUATERNARY_AMMONIUM	Strict	correct	
505056534|WP_015243636.1|1|1|qacF|qacF|efflux|2|QUATERNARY_AMMONIUM|QUATERNARY_AMMONIUM|quaternary_ammonium_compound_efflux_SMR_transporter_QacF	['disinfecting agents and antiseptics']	QUATERNARY_AMMONIUM	Strict	correct	
505281|CAA41768.1|1|1|c3bot1|c3bot1||1|||C3_toxin	['beta-lactam antibiotic']	505281|CAA41768.1|1|1|c3bot1|c3bot1||1|||C3_toxin	Loose	incorrect	
505581118|AGL98063.1|1|1|cerB|cerB||1|||sphingomyelinase_CerB	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	505581118|AGL98063.1|1|1|cerB|cerB||1|||sphingomyelinase_CerB	Loose	incorrect	
506220675|WP_015740450.1|1|1|qacG|qacG|efflux|2|QUATERNARY_AMMONIUM|QUATERNARY_AMMONIUM|quaternary_ammonium_compound_efflux_SMR_transporter_QacG	['disinfecting agents and antiseptics']	QUATERNARY_AMMONIUM	Perfect	correct	
507071|CAA51824.1|1|1|bont_A2|bont_A2||1|||botulinum_neurotoxin_subtype_A2	['beta-lactam antibiotic']	507071|CAA51824.1|1|1|bont_A2|bont_A2||1|||botulinum_neurotoxin_subtype_A2	Loose	incorrect	
508434103|EOW04219.1|1|1|iroB|iroB||1|||salmochelin_biosynthesis_C-glycosyltransferase_IroB	['macrolide antibiotic']	508434103|EOW04219.1|1|1|iroB|iroB||1|||salmochelin_biosynthesis_C-glycosyltransferase_IroB	Loose	incorrect	
5091480|AAD39553.1|1|1|ttgA|ttgA||1|EFFLUX|EFFLUX|toluene_efflux_RND_transporter_periplasmic_adaptor_subunit_TtgA	['macrolide antibiotic', 'macrolide antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'tetracycline antibiotic', 'peptide antibiotic', 'peptide antibiotic', 'aminocoumarin antibiotic', 'diaminopyrimidine antibiotic', 'diaminopyrimidine antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'phenicol antibiotic']	EFFLUX	Loose	incorrect	
50956508|AAT90757.1|1|1|tcaC|tcaC||1|||Tc_family_toxin_subunit_TcaC	['fusidane antibiotic']	50956508|AAT90757.1|1|1|tcaC|tcaC||1|||Tc_family_toxin_subunit_TcaC	Loose	incorrect	
50956512|AAT90761.1|1|1|tccC|tccC||1|||Tc_family_toxin_RHS_repeat_subunit_TccC	['fluoroquinolone antibiotic']	50956512|AAT90761.1|1|1|tccC|tccC||1|||Tc_family_toxin_RHS_repeat_subunit_TccC	Loose	incorrect	
50983078|AAT92048.1|1|1|cdtB_IV|cdtB_IV||1|||cytolethal_distending_toxin_type_IV_nuclease_subunit_CdtB	['beta-lactam antibiotic']	50983078|AAT92048.1|1|1|cdtB_IV|cdtB_IV||1|||cytolethal_distending_toxin_type_IV_nuclease_subunit_CdtB	Loose	incorrect	
510491315|CCV30618.1|1|1|inv|inv||1|||inverse_autotransporter_invasin_Inv	['glycopeptide antibiotic', 'glycopeptide antibiotic']	510491315|CCV30618.1|1|1|inv|inv||1|||inverse_autotransporter_invasin_Inv	Loose	incorrect	
510692|AAA19777.1|1|1|seh|seh||1|||staphylococcal_enterotoxin_type_H	['beta-lactam antibiotic', 'beta-lactam antibiotic']	510692|AAA19777.1|1|1|seh|seh||1|||staphylococcal_enterotoxin_type_H	Loose	incorrect	
51832760|AAN38824.2|1|1|adeE|adeE|efflux|1|EFFLUX|EFFLUX|multidrug_efflux_RND_transporter_permease_subunit_AdeE	['aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic']	EFFLUX	Loose	incorrect	
51832761|AAU10477.1|1|1|adeD|adeD|efflux|1|EFFLUX|EFFLUX|multidrug_efflux_RND_transporter_periplasmic_adaptor_subunit_AdeD	['macrolide antibiotic', 'macrolide antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'tetracycline antibiotic', 'peptide antibiotic', 'peptide antibiotic', 'aminocoumarin antibiotic', 'diaminopyrimidine antibiotic', 'diaminopyrimidine antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'phenicol antibiotic']	EFFLUX	Loose	incorrect	
5305719|AAD41788.1|1|1|plcR|plcR||1|||transcriptional_regulator_PlcR	['aminoglycoside antibiotic']	5305719|AAD41788.1|1|1|plcR|plcR||1|||transcriptional_regulator_PlcR	Loose	incorrect	
531397|AAA57451.1|1|1|aggD|aggD||1|||aggregative_adherence_fimbria_I_chaperone_AggD	['aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic']	531397|AAA57451.1|1|1|aggD|aggD||1|||aggregative_adherence_fimbria_I_chaperone_AggD	Loose	incorrect	
531400|AAA57454.1|1|1|aggA|aggA||1|||aggregative_adherence_fimbria_I_major_subunit_AggA	['peptide antibiotic', 'peptide antibiotic']	531400|AAA57454.1|1|1|aggA|aggA||1|||aggregative_adherence_fimbria_I_major_subunit_AggA	Loose	incorrect	
533119|AAA92037.1|1|1|cph|cph||1|CAPREOMYCIN/VIOMYCIN|TUBERACTINOMYCIN|capreomycin_phosphotransferase	['aminoglycoside antibiotic']	TUBERACTINOMYCIN	Perfect	correct	
537391516|AGU62139.1|1|1|hld|hld||1|||delta-hemolysin	['tetracycline antibiotic', 'tetracycline antibiotic']	537391516|AGU62139.1|1|1|hld|hld||1|||delta-hemolysin	Loose	incorrect	
54311621|CAG17536.1|1|1|tir|tir||1|||type_III_secretion_system_LEE_translocated_intimin_receptor_Tir	['beta-lactam antibiotic']	54311621|CAG17536.1|1|1|tir|tir||1|||type_III_secretion_system_LEE_translocated_intimin_receptor_Tir	Loose	incorrect	
54311626|CAG17541.1|1|1|espA|espA||1|||type_III_secretion_system_LEE_translocon_filament_protein_EspA	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	54311626|CAG17541.1|1|1|espA|espA||1|||type_III_secretion_system_LEE_translocon_filament_protein_EspA	Loose	incorrect	
5453449|AAD43578.1|1|1|astA|astA||1|||heat-stable_enterotoxin_EAST1	['peptide antibiotic']	5453449|AAD43578.1|1|1|astA|astA||1|||heat-stable_enterotoxin_EAST1	Loose	incorrect	
5453451|AAD43579.1|1|1|astA|astA||1|||heat-stable_enterotoxin_EAST1	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	5453451|AAD43579.1|1|1|astA|astA||1|||heat-stable_enterotoxin_EAST1	Loose	incorrect	
550424|CAA57278.1|1|1|hlgB|hlgB||1|||bi-component_gamma-hemolysin_HlgAB/HlgCB_subunit_B	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	550424|CAA57278.1|1|1|hlgB|hlgB||1|||bi-component_gamma-hemolysin_HlgAB/HlgCB_subunit_B	Loose	incorrect	
550460|AAA80193.1|1|1|mtrC|mtrC|efflux|1|EFFLUX|EFFLUX|multidrug_efflux_RND_transporter_periplasmic_adaptor_subunit_MtrC	['macrolide antibiotic', 'macrolide antibiotic']	EFFLUX	Loose	correct	
5532286|AAD44693.1|1|1|mtrA_Ngon|mtrA_Ngon||1|EFFLUX|EFFLUX|efflux_transporter_MtrCDE_transcriptional_activator_MtrA	['macrolide antibiotic', 'macrolide antibiotic']	EFFLUX	Perfect	correct	
5532465|AAD44749.1|1|1|iucD|iucD||1|||NADPH-dependent_L-lysine_N(6)-monooxygenase_IucD	['beta-lactam antibiotic']	5532465|AAD44749.1|1|1|iucD|iucD||1|||NADPH-dependent_L-lysine_N(6)-monooxygenase_IucD	Loose	incorrect	
556481258|WP_023332837.1|1|1|mcr-10.1|mcr-10||2|||phosphoethanolamine--lipid_A_transferase_MCR-10.1	['peptide antibiotic', 'peptide antibiotic']	556481258|WP_023332837.1|1|1|mcr-10.1|mcr-10||2|||phosphoethanolamine--lipid_A_transferase_MCR-10.1	Perfect	correct	
56383952|AAN45165.2|1|1|iutA|iutA||1|||ferric_aerobactin_receptor_IutA	['lincosamide antibiotic', 'streptogramin antibiotic', 'pleuromutilin antibiotic', 'pleuromutilin antibiotic']	56383952|AAN45165.2|1|1|iutA|iutA||1|||ferric_aerobactin_receptor_IutA	Loose	incorrect	
56434902|AAV91321.1|1|1|efa1|efa1||1|||lymphostatin_Efa1/LifA	['beta-lactam antibiotic', 'beta-lactam antibiotic']	56434902|AAV91321.1|1|1|efa1|efa1||1|||lymphostatin_Efa1/LifA	Loose	incorrect	
57284345|AAW36439.1|1|1|sek|sek||1|||staphylococcal_enterotoxin_type_K	['beta-lactam antibiotic']	57284345|AAW36439.1|1|1|sek|sek||1|||staphylococcal_enterotoxin_type_K	Loose	incorrect	
57434401|CAI43818.1|1|1|efa1|efa1||1|||lymphostatin_Efa1/LifA	['tetracycline antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic']	57434401|CAI43818.1|1|1|efa1|efa1||1|||lymphostatin_Efa1/LifA	Loose	incorrect	
57434443|CAI43860.1|1|1|espB|espB||1|||type_III_secretion_system_LEE_translocon_pore-forming_subunit_EspB	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'tetracycline antibiotic']	57434443|CAI43860.1|1|1|espB|espB||1|||type_III_secretion_system_LEE_translocon_pore-forming_subunit_EspB	Loose	incorrect	
57434445|CAI43862.1|1|1|espA|espA||1|||type_III_secretion_system_LEE_translocon_filament_protein_EspA	['macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'lincosamide antibiotic', 'lincosamide antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic']	57434445|CAI43862.1|1|1|espA|espA||1|||type_III_secretion_system_LEE_translocon_filament_protein_EspA	Loose	incorrect	
57434450|CAI43867.1|1|1|tir|tir||1|||type_III_secretion_system_LEE_translocated_intimin_receptor_Tir	['beta-lactam antibiotic']	57434450|CAI43867.1|1|1|tir|tir||1|||type_III_secretion_system_LEE_translocated_intimin_receptor_Tir	Loose	incorrect	
58200293|AAW66356.1|1|1|cpb2|cpb2||1|||beta-2_toxin_CPB2	['mupirocin-like antibiotic']	58200293|AAW66356.1|1|1|cpb2|cpb2||1|||beta-2_toxin_CPB2	Loose	incorrect	
582603354|EVY93839.1|1|1|ser|ser||1|||staphylococcal_enterotoxin_type_R	['beta-lactam antibiotic', 'beta-lactam antibiotic']	582603354|EVY93839.1|1|1|ser|ser||1|||staphylococcal_enterotoxin_type_R	Loose	incorrect	
5852501|AAD54074.1|1|1|farB|farB||1|EFFLUX|EFFLUX|fatty_acid_resistance_MFS_efflux_transporter_permease_subunit_FarB	['antibacterial free fatty acids', 'antibacterial free fatty acids', 'antibacterial free fatty acids']	EFFLUX	Loose	incorrect	
587656006|AHK10119.1|1|1|bont_E12|bont_E12||1|||botulinum_neurotoxin_subtype_E12	['peptide antibiotic', 'peptide antibiotic']	587656006|AHK10119.1|1|1|bont_E12|bont_E12||1|||botulinum_neurotoxin_subtype_E12	Loose	incorrect	
600562782|EYN56163.1|1|1|seq|seq||1|||staphylococcal_enterotoxin_type_Q	['aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic']	600562782|EYN56163.1|1|1|seq|seq||1|||staphylococcal_enterotoxin_type_Q	Loose	incorrect	
6009379|BAA84838.1|1|1|bfpA|bfpA||1|||bundle-forming_pilus_major_subunit_BfpA	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	6009379|BAA84838.1|1|1|bfpA|bfpA||1|||bundle-forming_pilus_major_subunit_BfpA	Loose	incorrect	
6009400|BAA84859.1|1|1|perA|perA||1|||BFP_system_transcriptional_regulator_PerA	['macrolide antibiotic', 'fluoroquinolone antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	6009400|BAA84859.1|1|1|perA|perA||1|||BFP_system_transcriptional_regulator_PerA	Loose	incorrect	
6013469|AAD49229.2|1|1|efa1|efa1||1|||lymphostatin_Efa1/LifA	['beta-lactam antibiotic', 'beta-lactam antibiotic']	6013469|AAD49229.2|1|1|efa1|efa1||1|||lymphostatin_Efa1/LifA	Loose	incorrect	
60499757|AAT35241.2|1|1|tsh|tsh||1|||temperature-sensitive_protease_autotransporter_hemagglutinin_Tsh	['mupirocin-like antibiotic']	60499757|AAT35241.2|1|1|tsh|tsh||1|||temperature-sensitive_protease_autotransporter_hemagglutinin_Tsh	Loose	incorrect	
611963771|AHW84567.1|1|1|aaiC|aaiC||1|||type_VI_secretion_system_protein_AaiC/Hcp2	['beta-lactam antibiotic']	611963771|AHW84567.1|1|1|aaiC|aaiC||1|||type_VI_secretion_system_protein_AaiC/Hcp2	Loose	incorrect	
61652451|AAX47728.1|1|1|tir|tir||1|||type_III_secretion_system_LEE_translocated_intimin_receptor_Tir	['beta-lactam antibiotic']	61652451|AAX47728.1|1|1|tir|tir||1|||type_III_secretion_system_LEE_translocated_intimin_receptor_Tir	Loose	incorrect	
61652453|AAX47729.1|1|1|tir|tir||1|||type_III_secretion_system_LEE_translocated_intimin_receptor_Tir	['beta-lactam antibiotic']	61652453|AAX47729.1|1|1|tir|tir||1|||type_III_secretion_system_LEE_translocated_intimin_receptor_Tir	Loose	incorrect	
61652457|AAX47731.1|1|1|tir|tir||1|||type_III_secretion_system_LEE_translocated_intimin_receptor_Tir	['beta-lactam antibiotic']	61652457|AAX47731.1|1|1|tir|tir||1|||type_III_secretion_system_LEE_translocated_intimin_receptor_Tir	Loose	incorrect	
616824935|KAG18833.1|1|1|sel26|sel26||1|||staphylococcal_enterotoxin_type_26	['mupirocin-like antibiotic']	616824935|KAG18833.1|1|1|sel26|sel26||1|||staphylococcal_enterotoxin_type_26	Loose	incorrect	
62550724|AAX88798.1|1|1|alo|alo||1|||anthrolysin_O/cereolysin_O_family_cholesterol-dependent_cytolysin_Alo	['macrolide antibiotic']	62550724|AAX88798.1|1|1|alo|alo||1|||anthrolysin_O/cereolysin_O_family_cholesterol-dependent_cytolysin_Alo	Loose	incorrect	
63002562|AAY25390.1|1|1|tir|tir||1|||type_III_secretion_system_LEE_translocated_intimin_receptor_Tir	['beta-lactam antibiotic', 'beta-lactam antibiotic']	63002562|AAY25390.1|1|1|tir|tir||1|||type_III_secretion_system_LEE_translocated_intimin_receptor_Tir	Loose	incorrect	
63002570|AAY25394.1|1|1|tir|tir||1|||type_III_secretion_system_LEE_translocated_intimin_receptor_Tir	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']	63002570|AAY25394.1|1|1|tir|tir||1|||type_III_secretion_system_LEE_translocated_intimin_receptor_Tir	Loose	incorrect	
63002572|AAY25395.1|1|1|tir|tir||1|||type_III_secretion_system_LEE_translocated_intimin_receptor_Tir	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']	63002572|AAY25395.1|1|1|tir|tir||1|||type_III_secretion_system_LEE_translocated_intimin_receptor_Tir	Loose	incorrect	
