#ARG	query-start	query-end	read_id	predicted_ARG-class	best-hit	probability	identity	alignment-length	alignment-bitscore	alignment-evalue	counts
EMRB-QACA_FAMILY_MAJOR_FACILITATOR_TRANSPORTER	18	499	ExDog12_80360	multidrug	AE016830.1.gene424.p01|FEATURES|EmrB-QacA_family_major_facilitator_transporter|multidrug|EmrB-QacA_family_major_facilitator_transporter	0.9122805295126377	62.0	482	599	9.02e-214	1
UGD	3	388	ExDog12_201582	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.9085074359006914	55.4	437	464	2.26e-163	1
EFRB	19	362	ExDog12_91546	multidrug	CDO61516.1|FEATURES|efrB|multidrug|efrB	0.8588294179138333	51.0	347	345	1.58e-114	1
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	287	ExDog12_415487	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9989474412685251	56.0	291	365	2.62e-128	1
UGD	1	388	ExDog12_291993	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8998634745188427	55.8	414	433	2.05e-151	1
UGD	1	388	ExDog12_138668	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.9064346508735881	53.8	437	456	2.53e-160	1
LNUD	6	164	ExDog12_149221	MLS	ABR14060.1|FEATURES|lnuD|MLS|lnuD	0.9938379672437909	62.9	159	228	3.00e-78	1
TET32	1	639	ExDog12_146420	tetracycline	ABV82118|FEATURES|tet32|tetracycline|tet32	0.9999950143529497	100	639	1275	0.0	1
UGD	3	388	ExDog12_52932	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.9092617003611668	56.5	437	467	1.38e-164	1
UGD	2	381	ExDog12_117919	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.9059028822163219	58.9	404	454	5.49e-160	1
UGD	98	388	ExDog12_150518	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8641122103421309	55.0	338	349	1.12e-119	1
KDPE	4	223	ExDog12_182572	aminoglycoside	NP_415222.1|FEATURES|kdpE|aminoglycoside|kdpE	0.9881944359840144	55.9	222	243	4.20e-82	1
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	284	ExDog12_347442	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9970841089027449	54.2	286	324	3.07e-112	1
AAC(6')-I	1	178	ExDog12_355343	aminoglycoside	AF337947.1.gene2.p01|FEATURES|aac(6')-I|aminoglycoside|aac(6')-I	0.843530707082369	100	178	371	3.19e-134	1
APH(2'')-II	1	299	ExDog12_355342	aminoglycoside	AF207840.gene.p01|FEATURES|aph(2'')-II|aminoglycoside|aph(2'')-II	0.9998024652766591	100	299	600	6.83e-221	1
RPOB2	213	1122	ExDog12_73956	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9805357039348319	55.5	1046	1068	0.0	1
EFRB	37	362	ExDog12_10660	multidrug	CDO61516.1|FEATURES|efrB|multidrug|efrB	0.825727247831394	50.9	326	313	3.38e-104	1
VANR	3	235	ExDog12_25959	glycopeptide	DQ212986.1.gene4.p01|FEATURES|vanR|glycopeptide|vanR	0.999993000610851	58.8	233	279	4.41e-96	1
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	287	ExDog12_78702	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9993772086397628	61.7	287	390	3.86e-138	1
UGD	1	388	ExDog12_81010	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.9158616364154339	61.4	412	496	1.36e-176	1
UGD	1	388	ExDog12_113870	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.9141561210371326	61.5	410	488	1.88e-173	1
VANS	1	114	ExDog12_72207	glycopeptide	AY082011.1.gene2.p1|FEATURES|vanS|glycopeptide|vanS	0.9806133988994115	61.4	114	162	2.14e-53	1
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	285	ExDog12_48628	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9990171767610353	58.7	286	368	3.70e-129	1
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	287	ExDog12_188440	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9994851779613808	62.0	287	400	4.28e-142	1
RPOB2	20	1123	ExDog12_55196	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9880658818457286	50.9	1335	1196	0.0	1
UGD	1	388	ExDog12_68715	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.9128218926105615	59.7	412	482	7.76e-171	1
KASUGAMYCIN_RESISTANCE_PROTEIN_KSGA	11	272	ExDog12_9784	aminoglycoside	Q56016|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	0.9999998913717387	56.9	262	264	1.27e-87	1
RPOB2	24	1162	ExDog12_368853	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9890398847239443	52.7	1273	1219	0.0	1
LSA	1	490	ExDog12_118528	MLS	gi:445983921:ref:WP_000061776.1:|FEATURES|lsa|MLS|lsa	0.858045554325382	63.5	490	630	3.37e-226	1
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	1	126	ExDog12_391584	unclassified	NC_002745.1124086.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.9495349079368047	54.8	126	139	1.02e-42	1
BCRA	5	305	ExDog12_7380	bacitracin	gi:445996708:ref:WP_000074563.1:|FEATURES|bcrA|bacitracin|bcrA	0.9997496542488266	53.2	301	299	1.37e-101	1
VANR	5	235	ExDog12_102962	glycopeptide	DQ212986.1.gene4.p01|FEATURES|vanR|glycopeptide|vanR	0.999984171597013	55.6	234	256	4.87e-87	1
RPOB2	24	1137	ExDog12_99859	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9904864303215474	54.8	1221	1258	0.0	1
TET(40)	1	406	ExDog12_227055	tetracycline	AFK31666.1|FEATURES|tet(40)|tetracycline|tet(40)	0.9994233597032094	100	406	756	5.25e-279	1
RPOB2	28	1122	ExDog12_363533	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9910691784424269	60.3	1097	1276	0.0	1
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	4	287	ExDog12_108755	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9985654607594852	56.2	290	352	3.53e-123	1
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	287	ExDog12_318748	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9993399782290724	62.0	287	387	4.66e-137	1
EFRB	36	362	ExDog12_257202	multidrug	CDO61516.1|FEATURES|efrB|multidrug|efrB	0.8336937171344978	51.4	327	320	3.89e-105	1
KDPE	36	222	ExDog12_362907	aminoglycoside	NP_415222.1|FEATURES|kdpE|aminoglycoside|kdpE	0.9845662962520793	58.3	187	223	1.11e-74	1
AADE	1	288	ExDog12_278024	aminoglycoside	ZP_04556181|FEATURES|aadE|aminoglycoside|aadE	0.9999998091851452	100	288	597	4.81e-220	1
RPOB2	24	969	ExDog12_9454	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9785170736514136	53.3	1052	1043	0.0	1
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	286	ExDog12_382073	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9979641342835561	53.6	291	338	1.54e-117	1
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	1	78	ExDog12_181213	unclassified	NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.8805864646354228	53.8	78	89.4	9.61e-25	1
VANR	1	218	ExDog12_52194	glycopeptide	gi:1028850587:ref:WP_064019550.1:|FEATURES|vanR|glycopeptide|vanR	0.9999957455172092	69.7	218	320	2.47e-111	1
SUL1	30	308	ExDog12_104714	sulfonamide	gi:321276068:gb:ADW81558.1:|FEATURES|sul1|sulfonamide|sul1	0.9914034552850799	100	279	543	2.18e-198	1
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	1	226	ExDog12_7727	unclassified	HE999704.1.gene1528.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.9987467792281236	68.4	231	311	1.28e-108	1
ANT(2'')-I	22	198	ExDog12_104717	aminoglycoside	CAG34229|FEATURES|ant(2'')-I|aminoglycoside|ant(2'')-I	0.9974051580445951	99.4	177	369	3.60e-133	1
LNUC	1	164	ExDog12_150252	MLS	AAY32951.1|FEATURES|lnuC|MLS|lnuC	0.994332376736558	59.1	164	212	7.40e-72	1
UGD	6	388	ExDog12_372492	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.9090122544526003	57.7	430	466	2.54e-164	1
LSA	52	492	ExDog12_229852	MLS	gi:944535691:ref:WP_055747198.1:|FEATURES|lsa|MLS|lsa	0.99468288091095	66.4	441	586	7.67e-210	1
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	3	80	ExDog12_333809	unclassified	NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.8376449295205298	52.6	78	81.6	9.21e-21	1
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	1	81	ExDog12_285193	unclassified	NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.9020150092195905	59.3	81	94.4	7.37e-27	1
VANR	7	192	ExDog12_329738	glycopeptide	gi:447203848:ref:WP_001281104.1:|FEATURES|vanR|glycopeptide|vanR	0.9999850495625123	69.4	186	274	6.62e-95	1
VANU	1	62	ExDog12_158105	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.993541697475937	59.7	62	77.4	1.11e-20	1
LNUA	1	161	ExDog12_238665	MLS	CAJ75672|FEATURES|lnuA|MLS|lnuA	0.9999999713289028	99.4	161	342	3.41e-123	1
LNUC	1	164	ExDog12_369988	MLS	AAY32951.1|FEATURES|lnuC|MLS|lnuC	0.9941962976804211	59.8	164	213	5.21e-72	1
UGD	1	388	ExDog12_298464	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.9125953319229231	59.0	410	481	4.15e-169	1
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	1	118	ExDog12_395566	unclassified	NC_002745.1124086.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.9706213791580829	52.5	118	131	1.63e-39	1
VANS	1	131	ExDog12_395563	glycopeptide	AY082011.1.gene2.p1|FEATURES|vanS|glycopeptide|vanS	0.9948065070447801	72.5	131	207	9.48e-71	1
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	1	225	ExDog12_132034	unclassified	HE999704.1.gene1528.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.9987159357193112	68.8	231	304	4.23e-106	1
RPOB2	28	1137	ExDog12_170555	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9905535675769471	55.2	1224	1260	0.0	1
VANRI	4	232	ExDog12_329841	glycopeptide	WP_011461303.1|FEATURES|vanRI|glycopeptide|vanRI	0.9999965460096926	64.6	229	319	7.97e-112	1
RPOB2	25	1149	ExDog12_391491	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9953646848668057	65.7	1145	1485	0.0	1
LSA	1	465	ExDog12_255455	MLS	gi:488303094:ref:WP_002374069.1:|FEATURES|lsa|MLS|lsa	0.999983877726154	50.5	465	439	1.78e-151	1
UGD	70	388	ExDog12_61647	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8840681696997735	56.6	364	389	5.17e-135	1
UGD	1	388	ExDog12_176635	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.9119077231768741	59.7	412	478	3.63e-169	1
EFRB	22	362	ExDog12_287939	multidrug	CDO61516.1|FEATURES|efrB|multidrug|efrB	0.8522141732295804	52.3	342	338	4.14e-112	1
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	3	198	ExDog12_287041	unclassified	HE999704.1.gene1528.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.9911676938306062	55.1	196	221	1.40e-73	1
UGD	20	388	ExDog12_177329	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.9092617003611668	61.9	391	467	2.95e-165	1
UGD	3	388	ExDog12_400493	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.9095095191115109	58.1	408	468	4.18e-164	1
OPRM	10	465	ExDog12_86254	multidrug	NC_008702.1.4606278.p01|FEATURES|oprM|multidrug|oprM	0.8720877738541158	50.4	456	415	2.50e-142	1
VANU	1	70	ExDog12_292881	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9933588150680197	55.7	70	77.0	4.90e-21	1
ROSA	20	402	ExDog12_304425	fosmidomycin	YP_001477378|FEATURES|rosA|fosmidomycin|rosA	0.9989148468202604	54.1	386	417	1.95e-145	1
UGD	2	388	ExDog12_369836	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.907480832186775	55.8	434	460	6.66e-162	1
APH(3')-I	1	271	ExDog12_201489	aminoglycoside	ACD76089|FEATURES|aph(3')-I|aminoglycoside|aph(3')-I	0.9999998711140969	100	271	569	1.73e-209	1
APH(6)-I	4	281	ExDog12_409624	aminoglycoside	CAQ86961|FEATURES|aph(6)-I|aminoglycoside|aph(6)-I	0.9999998523862239	100	278	562	1.85e-206	1
APH(3'')-I	1	267	ExDog12_409625	aminoglycoside	AF313472.2.gene15.p01|FEATURES|aph(3'')-I|aminoglycoside|aph(3'')-I	0.9997420155947435	99.3	267	548	4.63e-201	1
RPOB2	28	1122	ExDog12_350417	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9883723593407934	54.4	1178	1203	0.0	1
EFRB	39	362	ExDog12_328764	multidrug	CDO61516.1|FEATURES|efrB|multidrug|efrB	0.8401095015872259	51.5	324	326	3.61e-107	1
LSA	1	492	ExDog12_145303	MLS	gi:844766676:ref:WP_047933873.1:|FEATURES|lsa|MLS|lsa	0.999403406857924	56.6	500	557	3.25e-197	1
RPOB2	24	1145	ExDog12_36445	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9911922404307225	56.3	1207	1280	0.0	1
VANR	1	200	ExDog12_44800	glycopeptide	AAZ98835|FEATURES|vanR|glycopeptide|vanR	0.9999951193164296	75.6	201	318	2.76e-112	1
MEL	1	463	ExDog12_4109	MLS	WP_000420313.1|FEATURES|mel|MLS|mel	0.9815207452612124	87.7	463	793	7.32e-291	1
AADA	1	263	ExDog12_104716	aminoglycoside	gi:241992581:gb:ACS73641.1:|FEATURES|aadA|aminoglycoside|aadA	0.9999987536606575	98.9	263	515	2.06e-188	1
VANU	1	67	ExDog12_60307	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9876727627979571	52.2	67	68.6	9.34e-18	1
EFRB	33	362	ExDog12_107522	multidrug	CDO61516.1|FEATURES|efrB|multidrug|efrB	0.8268887697603952	50.7	337	314	1.27e-102	1
BCRA	7	305	ExDog12_13690	bacitracin	gi:507054395:ref:WP_016125339.1:|FEATURES|bcrA|bacitracin|bcrA	0.9998765115898111	55.2	299	319	4.65e-109	1
VANU	1	67	ExDog12_90756	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.989006161127261	52.2	67	70.1	2.12e-18	1
VANU	1	67	ExDog12_155065	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9868911932282302	52.2	67	67.8	1.74e-17	1
UGD	1	388	ExDog12_307627	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.9095095191115109	57.0	433	468	8.73e-165	1
VANR	1	234	ExDog12_994	glycopeptide	DQ212986.1.gene4.p01|FEATURES|vanR|glycopeptide|vanR	0.9999970505730146	62.4	234	304	4.24e-106	1
BACA	1	291	ExDog12_325372	bacitracin	YP_584847|FEATURES|bacA|bacitracin|bacA	0.9813392188138224	56.7	291	328	6.49e-114	1
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	286	ExDog12_53647	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9996808743834688	67.2	287	426	3.06e-152	1
LNUG	8	267	ExDog12_392438	MLS	APU52409.1|FEATURES|lnuG|MLS|lnuG	0.9999139668357769	100	260	509	5.81e-186	1
UGD	1	388	ExDog12_313999	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.9156542719983817	60.9	412	495	5.31e-176	1
BACA	7	291	ExDog12_25541	bacitracin	YP_584847|FEATURES|bacA|bacitracin|bacA	0.9831926969424076	50.5	285	286	1.63e-97	1
UGD	1	388	ExDog12_373620	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.9090122544526003	55.4	439	466	2.78e-164	1
RPOB2	28	1122	ExDog12_128763	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.986798934167839	53.7	1177	1169	0.0	1
RPOB2	38	1122	ExDog12_185825	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9845209486441667	52.2	1167	1127	0.0	1
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	1	226	ExDog12_263782	unclassified	HE999704.1.gene1528.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.9987239213371958	75.9	228	350	3.15e-124	1
EFRB	36	362	ExDog12_326083	multidrug	CDO61516.1|FEATURES|efrB|multidrug|efrB	0.8472757965712229	51.4	327	333	8.69e-110	1
VANU	11	74	ExDog12_419154	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9860524305089382	50.0	64	67.0	3.24e-17	1
TETM	1	644	ExDog12_163918	tetracycline	ZP_02511926|FEATURES|tetM|tetracycline|tetM	0.9999981559144642	99.8	644	1276	0.0	1
